1,3,3,0.28209479177387814
2,0,0,0.5462742152960396
2,1,1,-0.5462742152960396
3,0,2,-0.5462742152960396
3,2,0,-0.5462742152960396
4,0,0,-0.31539156525252005
4,1,1,-0.31539156525252005
4,2,2,0.6307831305050401
5,1,2,-0.5462742152960396
5,2,1,-0.5462742152960396
6,0,1,0.5462742152960396
6,1,0,0.5462742152960396
7,0,0,1.
7,1,1,1.
7,2,2,1.
7,3,3,-1.
8,0,0,-1.
8,4,4,1.
8,5,5,1.
8,7,7,1.
9,0,1,-0.5
9,1,0,-0.5
9,4,5,0.5
9,5,4,0.5
9,5,6,0.5
9,6,5,0.5
9,7,8,0.5
9,8,7,0.5
10,1,1,-1.
10,5,5,1.
10,6,6,1.
10,8,8,1.
11,0,2,-0.5
11,2,0,-0.5
11,4,7,0.5
11,6,7,0.5
11,7,4,0.5
11,7,6,0.5
11,7,9,0.5
11,9,7,0.5
12,1,2,-0.5
12,2,1,-0.5
12,5,7,0.5
12,6,8,0.5
12,7,5,0.5
12,8,6,0.5
12,8,9,0.5
12,9,8,0.5
13,2,2,-1.
13,7,7,1.
13,8,8,1.
13,9,9,1.
14,0,0,-2.
14,3,4,1.
14,4,3,1.
15,0,1,-1.
15,1,0,-1.
15,3,5,1.
15,5,3,1.
16,1,1,-2.
16,3,6,1.
16,6,3,1.
17,0,2,-1.
17,2,0,-1.
17,3,7,1.
17,7,3,1.
18,1,2,-1.
18,2,1,-1.
18,3,8,1.
18,8,3,1.
19,2,2,-2.
19,3,9,1.
19,9,3,1.
20,4,6,1.
20,5,5,-2.
20,6,4,1.
21,4,8,1.
21,5,7,-1.
21,7,5,-1.
21,8,4,1.
22,4,9,1.
22,7,7,-2.
22,9,4,1.
23,5,8,1.
23,6,7,-1.
23,7,6,-1.
23,8,5,1.
24,5,9,1.
24,7,8,-1.
24,8,7,-1.
24,9,5,1.
25,6,9,1.
25,8,8,-2.
25,9,6,1.
